56761 F 68
76915 M 21
76915 F 79
56715 M 47
56715 F 53
74829 M 0
74829 F 0
34242 F 41
34242 M 59
56722 M 48
56722 F 52
73398 F 48
73398 M 52
56779 F 49
56779 M 51
56662 F 38
56662 M 62
56729 F 48
56729 M 52
74799 M 49
74799 F 51
74752 M 44
74752 F 56
71636 M 46
71636 F 54
74769 M 48
74769 F 52
27910 M 47
27910 F 53
56746 F 44
56746 M 56
27421 F 43
27421 M 57
56793 F 37
56793 M 63
27643 F 41
27643 M 59
27562 F 38
27562 M 62
76919 M 0
76919 F 0
56627 F 37
56627 M 63
56745 F 48
56745 M 52
76922 M 48
76922 F 52
74218 M 48
74218 F 52
27841 F 49
27841 M 51
27599 F 47
27599 M 53
74781 M 47
74781 F 53
56802 M 49
56802 F 51
73101 F 41
73101 M 59
27924 M 44
27924 F 56
78042 M 38
78042 F 62
74833 M 32
74833 F 68
56659 M 48
56659 F 52
79876 M 32
79876 F 68
56644 F 41
56644 M 59
56799 F 46
56799 M 54
56702 F 49
56702 M 51
73401 F 43
73401 M 57
27673 F 41
27673 M 59
56635 F 39
56635 M 61
56781 F 49
56781 M 51
56718 F 49
56718 M 51
56645 M 41
56645 F 59
27390 F 40
27390 M 60
74828 M 45
74828 F 55
79483 M 40
79483 F 60
72606 M 44
72606 F 56
74803 F 38
74803 M 62
74220 M 37
74220 F 63
56665 M 41
56665 F 59
56760 M 44
56760 F 56
74825 M 39
74825 F 61
79494 M 43
79494 F 57
56692 M 48
56692 F 52
56757 M 42
56757 F 58
56735 F 15
56735 M 85
74916 F 49
74916 M 51
78038 F 45
78038 M 55
79480 M 48
79480 F 52
74805 M 46
74805 F 54
78040 M 48
78040 F 52
56754 F 43
56754 M 57
56816 F 43
56816 M 57
76911 M 49
76911 F 51
35866 F 45
35866 M 55
56620 F 44
56620 M 56
56736 F 48
56736 M 52
74802 M 44
74802 F 56
27601 F 39
27601 M 61
27347 F 35
27347 M 65
74887 F 48
74887 M 52
27272 M 49
27272 F 51
56717 F 37
56717 M 63
56784 M 48
56784 F 52
56653 F 38
56653 M 62
74780 M 48
74780 F 52
27772 F 43
27772 M 57
73404 F 48
73404 M 52
74757 M 45
74757 F 55
74886 F 32
74886 M 68
74865 F 48
74865 M 52
56810 F 49
56810 M 51
74762 M 49
74762 F 51
55708 F 47
55708 M 53
76910 F 32
76910 M 68
74817 M 40
74817 F 60
74765 F 48
74765 M 52
27559 F 42
27559 M 58
56795 F 35
56795 M 65
74844 F 28
74844 M 72
74801 F 36
74801 M 64
27589 F 40
27589 M 60
56766 F 45
56766 M 55
27492 M 44
27492 F 56
27324 M 44
27324 F 56
27306 M 46
27306 F 54
56807 F 49
56807 M 51
74750 M 44
74750 F 56
27566 F 39
27566 M 61
27886 M 49
27886 F 51
74227 M 45
74227 F 55
43076 M 44
43076 F 56
56691 F 43
56691 M 57
34246 M 45
34246 F 55
56694 M 50
56694 F 50
77330 M 42
77330 F 58
27993 F 44
27993 M 56
56812 M 46
56812 F 54
27807 M 43
27807 F 57
56675 F 43
56675 M 57
75444 F 27
75444 M 73
74845 M 46
74845 F 54
27876 M 47
27876 F 53
56756 M 46
56756 F 54
74797 M 45
74797 F 55
27905 M 49
27905 F 51
56707 F 44
56707 M 56
56755 M 26
56755 F 74
78373 F 47
78373 M 53
56624 M 47
56624 F 53
27479 M 32
27479 F 68
56740 M 37
56740 F 63
56809 M 47
56809 F 53
27345 M 46
27345 F 54
56632 F 41
56632 M 59
74779 F 46
74779 M 54
27518 F 43
27518 M 57
27839 M 48
27839 F 52
56711 M 47
56711 F 53
27423 F 36
27423 M 64
74823 M 49
74823 F 51
73410 M 50
73410 F 50
36250 M 0
36250 F 0
56666 F 50
56666 M 50
56622 F 49
56622 M 51
79489 M 50
79489 F 50
56788 F 28
56788 M 72
79493 F 47
79493 M 53
56716 F 37
56716 M 63
74711 F 46
74711 M 54
56712 M 50
56712 F 50
71502 F 50
71502 M 50
74837 F 49
74837 M 51
27501 F 38
27501 M 62
76195 F 28
76195 M 72
74846 F 41
74846 M 59
27631 M 44
27631 F 56
79479 F 47
79479 M 53
56623 F 47
56623 M 53
27832 M 44
27832 F 56
27433 F 41
27433 M 59
74809 F 43
74809 M 57
27265 F 44
27265 M 56
74804 F 35
74804 M 65
27466 F 33
27466 M 67
27760 M 41
27760 F 59
56618 F 40
56618 M 60
74766 M 49
74766 F 51
74791 F 43
74791 M 57
27459 F 39
27459 M 61
27527 F 46
27527 M 54
56790 F 28
56790 M 72
74822 F 38
74822 M 63
27257 F 42
27257 M 58
56777 F 43
56777 M 57
74759 F 44
74759 M 56
56744 F 46
56744 M 54
74754 F 46
74754 M 54
27406 M 49
27406 F 51
27305 M 48
27305 F 52
56649 M 46
56649 F 54
78491 M 0
78491 F 0
27346 M 49
27346 F 51
27462 F 13
27462 M 87
76887 F 35
76887 M 65
79138 M 0
79138 F 0
56658 F 49
56658 M 51
56660 F 41
56660 M 59
56668 F 44
56668 M 56
56792 F 34
56792 M 66
74852 F 33
74852 M 67
74812 M 0
74812 F 0
34515 F 43
34515 M 57
56638 M 49
56638 F 51
27261 F 47
27261 M 53
56776 M 47
56776 F 53
27312 F 42
27312 M 58
56671 F 39
56671 M 61
72057 F 44
72057 M 56
56721 M 50
56721 F 50
27878 F 36
27878 M 64
74787 F 44
74787 M 56
56682 M 0
56682 F 0
27695 F 38
27695 M 62
72140 F 47
72140 M 53
56703 F 49
56703 M 51
27986 M 49
27986 F 51
56742 F 41
56742 M 59
27438 F 46
27438 M 54
56743 F 47
56743 M 53
74919 F 45
74919 M 55
56621 M 0
56621 F 0
56782 M 44
56782 F 56
27260 F 45
27260 M 55
74843 M 41
74843 F 59
27309 F 48
27309 M 52
74824 F 49
74824 M 51
74847 M 0
74847 F 0
27642 F 46
27642 M 54
74922 F 45
74922 M 55
78388 M 0
78388 F 0
56719 M 46
56719 F 54
56732 M 45
56732 F 55
56677 F 40
56677 M 60
56751 F 47
56751 M 53
56676 F 43
56676 M 57
76046 M 0
76046 F 0
56789 F 27
56789 M 73
74224 F 48
74224 M 52
74756 F 49
74756 M 51
27656 F 47
27656 M 53
56747 F 38
56747 M 62
56741 F 48
56741 M 52
56663 F 45
56663 M 55
56815 M 0
56815 F 0
74767 M 0
74767 F 0
27413 F 41
27413 M 59
56734 F 31
56734 M 69
56643 F 44
56643 M 56
74815 F 47
74815 M 53
56626 M 0
56626 F 0
27375 M 0
27375 F 0
27320 F 42
27320 M 58
27516 F 40
27516 M 60
74770 M 49
74770 F 51
56696 F 38
56696 M 62
56764 F 47
56764 M 53
77706 F 36
77706 M 64
74219 F 42
74219 M 58
27536 M 35
27536 F 65
56687 F 41
56687 M 59
56728 M 47
56728 F 53
56708 M 48
56708 F 52
74853 F 38
74853 M 62
74355 M 41
74355 F 59
74836 M 0
74836 F 0
27394 F 47
27394 M 53
56686 F 40
56686 M 60
72060 F 44
72060 M 56
74807 M 46
74807 F 54
56775 F 34
56775 M 66
74821 M 0
74821 F 0
74792 F 40
74792 M 60
74980 M 0
74980 F 0
74721 M 0
74721 F 0
56800 F 45
56800 M 55
56655 F 27
56655 M 73
56619 M 0
56619 F 0
56689 M 0
56689 F 0
27608 F 36
27608 M 64
56678 M 0
56678 F 0
27804 F 38
27804 M 62
56636 M 0
56636 F 0
27607 M 0
27607 F 0
56637 M 0
56637 F 0
27778 M 34
27778 F 66
27626 M 0
27626 F 0
79987 F 43
79987 M 57
72813 M 48
72813 F 52
54172 F 50
54172 M 50
28060 F 34
28060 M 66
79110 M 0
79110 F 0
72709 F 49
72709 M 51
76817 F 47
76817 M 53
79404 F 49
79404 M 51
54171 F 36
54171 M 64
28068 F 35
28068 M 65
64866 M 0
64866 F 0
79157 M 0
79157 F 0
76198 F 47
76198 M 53
28059 F 36
28059 M 64
76188 M 50
76188 F 50
72720 F 45
72720 M 55
28061 F 39
28061 M 61
78240 M 47
78240 F 53
28065 F 36
28065 M 64
79162 M 0
79162 F 0
79986 M 0
79986 F 0
75157 M 48
75157 F 52
72707 M 50
72707 F 50
75150 F 48
75150 M 52
72808 M 47
72808 F 53
79159 M 0
79159 F 0
74140 F 46
74140 M 54
74142 M 49
74142 F 51
79591 F 46
79591 M 54
79612 F 45
79612 M 55
79403 M 0
79403 F 0
79747 M 0
79747 F 0
79158 M 0
79158 F 0
72403 F 39
72403 M 61
79163 M 0
79163 F 0
78237 F 38
78237 M 62
74144 M 48
74144 F 52
64870 F 49
64870 M 51
64869 F 48
64869 M 52
77477 M 31
77477 F 69
76187 M 0
76187 F 0
79155 M 0
79155 F 0
77479 F 48
77479 M 52
79160 M 0
79160 F 0
76183 F 44
76183 M 56
79744 F 38
79744 M 62
80262 M 0
80262 F 0
72700 F 49
72700 M 51
72812 M 49
72812 F 51
79652 M 0
79652 F 0
77234 M 34
77234 F 66
28067 F 49
28067 M 51
74141 M 41
74141 F 59
76439 M 0
76439 F 0
72695 F 43
72695 M 57
28063 F 48
28063 M 52
79653 M 0
79653 F 0
72810 M 45
72810 F 55
72694 F 49
72694 M 51
74143 F 42
74143 M 58
76440 M 0
76440 F 0
79156 M 0
79156 F 0
72804 F 45
72804 M 55
79651 M 0
79651 F 0
79592 M 0
79592 F 0
78239 F 49
78239 M 51
79145 M 0
79145 F 0
78238 M 0
78238 F 0
72811 M 47
72811 F 53
28054 M 0
28054 F 0
24367 F 37
24367 M 63
26141 F 44
26141 M 56
12200 M 48
12200 F 52
73728 F 46
73728 M 54
72275 F 45
72275 M 55
24313 F 49
24313 M 51
24312 M 41
24312 F 59
12310 F 21
12310 M 79
12454 M 18
12454 F 82
76045 F 48
76045 M 52
75969 M 46
75969 F 54
73961 M 47
73961 F 53
71616 F 42
71616 M 58
73726 F 39
73726 M 61
78803 F 35
78803 M 65
24348 M 47
24348 F 53
76718 F 46
76718 M 54
64850 M 49
64850 F 51
72500 F 39
72500 M 61
77277 F 37
77277 M 63
79442 M 47
79442 F 53
73074 F 50
73074 M 50
77355 M 41
77355 F 59
74819 M 46
74819 F 54
24342 F 39
24342 M 61
73725 F 49
73725 M 51
77396 M 44
77396 F 56
71741 M 19
71741 F 81
77278 M 42
77278 F 58
26096 M 50
26096 F 50
72399 F 42
72399 M 58
24324 F 49
24324 M 51
12220 F 48
12220 M 52
77932 F 44
77932 M 56
12178 F 42
12178 M 58
25382 F 45
25382 M 55
24357 F 46
24357 M 54
24381 F 38
24381 M 62
12186 F 44
12186 M 56
26283 M 27
26283 F 73
25065 F 47
25065 M 53
79215 F 43
79215 M 57
78371 M 49
78371 F 51
26280 M 48
26280 F 52
75920 M 49
75920 F 51
79680 M 41
79680 F 59
12386 F 15
12386 M 85
73367 F 49
73367 M 51
76665 F 50
76665 M 50
12165 F 19
12165 M 81
72214 F 21
72214 M 79
73729 M 40
73729 F 60
71620 M 43
71620 F 57
73730 F 40
73730 M 60
23890 M 48
23890 F 52
76039 F 41
76039 M 59
79681 M 0
79681 F 0
77279 M 41
77279 F 59
72294 M 45
72294 F 55
12249 M 42
12249 F 58
12318 F 34
12318 M 66
12392 F 44
12392 M 56
76043 F 44
76043 M 56
77273 M 45
77273 F 55
38019 M 39
38019 F 61
77275 F 42
77275 M 58
25355 M 41
25355 F 59
78637 F 46
78637 M 54
77280 F 45
77280 M 55
70922 M 49
70922 F 51
77281 M 50
77281 F 50
78641 M 44
78641 F 56
12222 F 46
12222 M 54
12214 M 49
12214 F 51
12327 M 35
12327 F 65
78639 F 36
78639 M 64
76044 F 37
76044 M 63
12199 F 49
12199 M 51
25592 M 0
25592 F 0
79742 F 34
79742 M 66
72634 F 38
72634 M 62
71619 M 44
71619 F 56
24332 M 47
24332 F 53
75798 F 46
75798 M 54
32637 F 38
32637 M 62
25888 F 49
25888 M 51
78480 F 31
78480 M 69
76041 F 39
76041 M 61
72271 F 48
72271 M 52
78642 M 41
78642 F 59
71617 F 43
71617 M 57
76786 M 48
76786 F 52
79062 F 44
79062 M 56
12478 F 49
12478 M 51
74055 M 44
74055 F 56
72296 F 49
72296 M 51
66358 M 45
66358 F 55
77933 M 46
77933 F 54
75785 F 33
75785 M 67
76153 M 47
76153 F 53
78640 F 32
78640 M 68
76042 F 45
76042 M 55
79218 F 41
79218 M 59
73108 M 48
73108 F 52
25596 F 41
25596 M 59
26088 F 40
26088 M 60
77366 F 36
77366 M 64
76719 M 49
76719 F 51
76668 M 48
76668 F 52
24387 F 46
24387 M 54
75916 M 47
75916 F 53
79044 M 0
79044 F 0
29582 M 34
29582 F 66
23910 M 23
23910 F 77
25573 M 44
25573 F 56
12330 F 43
12330 M 57
76669 M 50
76669 F 50
78244 M 48
78244 F 52
78222 F 47
78222 M 53
25113 M 36
25113 F 64
69633 M 45
69633 F 55
72499 F 46
72499 M 54
79082 M 47
79082 F 53
79912 F 35
79912 M 65
79821 F 16
79821 M 84
78635 F 40
78635 M 60
72266 M 46
72266 F 54
24354 M 37
24354 F 63
79834 M 0
79834 F 0
12465 F 47
12465 M 53
79077 F 41
79077 M 59
69511 M 47
69511 F 53
27929 M 46
27929 F 54
78569 F 28
78569 M 72
24171 M 48
24171 F 52
24382 F 44
24382 M 56
26277 M 45
26277 F 55
78175 M 0
78175 F 0
38020 F 49
38020 M 51
12313 M 45
12313 F 55
74965 M 43
74965 F 57
78908 F 47
78908 M 53
12338 F 47
12338 M 53
34160 F 44
34160 M 56
74022 M 42
74022 F 58
80218 M 0
80218 F 0
78059 M 44
78059 F 56
30535 F 47
30535 M 53
34270 F 39
34270 M 61
69029 F 41
69029 M 59
75799 F 48
75799 M 52
30570 M 40
30570 F 60
24319 M 36
24319 F 64
73715 F 39
73715 M 61
28070 M 49
28070 F 51
24321 M 45
24321 F 55
12164 M 48
12164 F 52
24326 M 49
24326 F 51
74521 F 48
74521 M 52
74519 F 47
74519 M 53
78942 F 42
78942 M 58
23909 M 49
23909 F 51
44757 M 37
44757 F 63
64623 M 47
64623 F 53
71124 F 34
71124 M 66
77756 M 41
77756 F 59
77563 M 45
77563 F 55
12254 M 49
12254 F 51
24330 M 48
24330 F 52
12196 F 45
12196 M 55
78781 M 50
78781 F 50
73053 M 49
73053 F 51
33754 F 44
33754 M 56
12192 F 46
12192 M 54
78854 M 50
78854 F 51
12236 F 47
12236 M 53
26271 F 48
26271 M 52
33727 F 41
33727 M 59
26268 M 0
26268 F 0
24424 F 44
24424 M 56
23902 M 48
23902 F 52
73714 F 17
73714 M 83
12173 F 47
12173 M 53
77663 F 38
77663 M 62
12180 M 45
12180 F 55
23907 F 49
23907 M 51
24356 F 48
24356 M 52
25084 M 49
25084 F 51
79287 M 41
79287 F 59
24392 F 48
24392 M 52
24358 M 47
24358 F 53
78251 F 44
78251 M 56
76462 F 49
76462 M 51
73427 M 33
73427 F 67
24337 M 47
24337 F 53
78302 F 45
78302 M 55
36397 M 46
36397 F 54
78605 F 40
78605 M 60
31834 F 50
31834 M 50
79754 F 44
79754 M 56
35946 M 38
35946 F 62
12517 M 27
12517 F 73
38029 M 47
38029 F 53
78074 M 0
78074 F 0
30636 F 47
30636 M 53
12278 F 37
12278 M 63
78633 F 30
78633 M 70
32614 F 48
32614 M 52
76795 M 49
76795 F 51
71498 F 44
71498 M 56
71736 F 28
71736 M 72
24340 M 47
24340 F 53
34337 F 44
34337 M 56
79820 F 46
79820 M 54
31593 M 49
31593 F 51
36661 M 42
36661 F 58
25269 M 41
25269 F 59
36755 M 48
36755 F 52
72274 M 27
72274 F 73
78636 M 0
78636 F 0
24403 M 40
24403 F 60
76461 M 0
76461 F 0
12204 F 49
12204 M 51
74479 M 49
74479 F 51
77274 M 49
77274 F 51
24365 M 35
24365 F 65
72293 F 46
72293 M 54
80173 M 0
80173 F 0
23415 F 41
23415 M 59
24349 M 47
24349 F 53
23344 M 46
23344 F 54
12252 M 44
12252 F 56
24414 F 40
24414 M 60
24401 M 45
24401 F 55
78181 F 27
78181 M 73
24368 F 43
24368 M 57
38018 M 45
38018 F 55
76040 F 41
76040 M 59
12238 F 33
12238 M 67
78645 M 0
78645 F 0
46785 F 47
46785 M 53
12347 F 27
12347 M 73
80250 M 0
80250 F 0
38042 M 48
38042 F 52
12232 M 27
12232 F 73
24327 F 47
24327 M 53
25480 M 50
25480 F 50
24318 F 44
24318 M 56
12197 F 45
12197 M 55
78634 M 48
78634 F 52
77272 F 50
77272 M 50
25863 M 44
25863 F 56
74520 M 49
74520 F 51
76773 M 0
76773 F 0
33029 F 40
33029 M 60
12282 F 29
12282 M 71
23908 F 44
23908 M 56
36401 F 34
36401 M 66
73716 F 47
73716 M 53
77350 F 37
77350 M 63
24417 F 46
24417 M 54
70230 M 0
70230 F 0
77762 F 40
77762 M 60
78214 F 46
78214 M 54
73465 F 44
73465 M 56
26004 F 47
26004 M 53
25486 M 0
25486 F 0
76664 F 43
76664 M 57
77988 M 0
77988 F 0
25850 F 46
25850 M 54
29477 F 27
29477 M 73
45538 M 0
45538 F 0
79500 M 0
79500 F 0
77276 M 0
77276 F 0
25427 M 49
25427 F 51
76051 M 38
76051 F 62
23898 F 42
23898 M 58
12208 M 49
12208 F 51
12305 F 48
12305 M 52
78107 F 47
78107 M 53
24360 F 47
24360 M 53
78638 F 34
78638 M 66
34975 F 45
34975 M 55
25925 F 43
25925 M 57
34392 F 39
34392 M 61
12179 F 50
12179 M 50
73727 M 49
73727 F 51
34272 F 46
34272 M 54
72131 F 42
72131 M 58
76771 M 0
76771 F 0
33954 F 38
33954 M 63
79292 M 0
79292 F 0
70510 F 42
70510 M 58
24317 F 42
24317 M 58
26053 F 45
26053 M 55
76957 F 35
76957 M 65
70229 M 0
70229 F 0
77124 M 41
77124 F 59
25859 M 47
25859 F 53
76797 M 45
76797 F 55
24161 F 37
24161 M 63
75099 F 43
75099 M 57
12263 M 42
12263 F 58
46482 M 48
46482 F 52
73754 M 29
73754 F 71
72598 M 43
72598 F 57
28578 M 50
28578 F 50
77416 M 0
77416 F 0
12171 F 45
12171 M 55
32009 M 0
32009 F 0
54161 M 50
54161 F 50
12362 M 50
12362 F 50
24389 M 0
24389 F 0
72270 F 36
72270 M 64
74170 M 0
74170 F 0
12378 F 46
12378 M 54
75119 M 42
75119 F 58
12207 F 34
12207 M 66
12317 M 0
12317 F 0
24396 M 0
24396 F 0
38041 F 48
38041 M 52
73368 M 44
73368 F 56
26279 M 47
26279 F 53
35030 F 49
35030 M 51
12213 F 42
12213 M 58
75393 M 0
75393 F 0
24335 F 48
24335 M 52
12448 F 45
12448 M 55
74299 M 18
74299 F 82
74525 M 0
74525 F 0
12240 F 37
12240 M 63
64857 F 44
64857 M 56
24355 M 40
24355 F 60
68084 M 50
68084 F 50
26278 M 0
26278 F 0
35914 M 49
35914 F 51
12215 F 46
12215 M 54
38572 F 43
38572 M 57
47099 F 43
47099 M 57
24329 F 43
24329 M 57
34851 F 30
34851 M 70
35311 F 45
35311 M 55
12166 F 48
12166 M 52
71738 M 0
71738 F 0
24334 M 0
24334 F 0
72292 M 0
72292 F 0
44479 F 47
44479 M 53
45249 M 47
45249 F 53
72273 M 0
72273 F 0
70625 F 41
70625 M 59
12246 F 30
12246 M 70
72272 M 0
72272 F 0
23889 F 49
23889 M 51
66701 M 49
66701 F 51
47236 M 0
47236 F 0
24674 F 48
24674 M 52
51596 F 36
51596 M 64
12260 M 0
12260 F 0
45282 M 39
45282 F 61
64785 M 0
64785 F 0
56877 F 31
56877 M 69
23905 M 0
23905 F 0
56446 M 0
56446 F 0
12163 M 0
12163 F 0
12373 M 42
12373 F 58
24407 M 0
24407 F 0
24378 F 49
24378 M 51
25812 M 0
25812 F 0
24333 M 0
24333 F 0
24343 F 45
24343 M 55
24394 M 0
24394 F 0
26269 F 34
26269 M 66
34358 M 0
34358 F 0
79945 M 46
79945 F 54
36829 M 50
36829 F 50
79625 M 41
79625 F 59
44338 M 47
44338 F 53
72874 F 39
72874 M 61
78377 M 46
78377 F 54
73738 F 45
73738 M 55
73735 M 50
73735 F 50
65522 F 43
65522 M 57
75840 F 47
75840 M 53
36789 M 43
36789 F 57
79288 F 29
79288 M 71
72949 M 0
72949 F 0
37105 M 44
37105 F 56
45172 M 45
45172 F 55
75284 M 49
75284 F 51
37075 F 27
37075 M 73
77579 M 0
77579 F 0
36815 F 46
36815 M 54
42436 F 46
42436 M 54
77573 M 48
77573 F 52
36763 M 0
36763 F 0
79219 F 39
79219 M 61
75839 F 48
75839 M 52
69571 F 43
69571 M 57
73736 F 48
73736 M 52
77577 M 46
77577 F 54
79337 F 48
79337 M 52
77576 M 0
77576 F 0
44675 F 41
44675 M 59
73734 F 45
73734 M 55
79622 M 40
79622 F 60
79623 M 49
79623 F 51
77578 F 43
77578 M 57
72621 F 50
72621 M 50
36774 M 40
36774 F 60
36841 F 43
36841 M 57
79951 M 0
79951 F 0
36777 M 33
36777 F 67
76452 M 49
76452 F 51
44357 M 48
44357 F 52
73737 M 47
73737 F 53
36873 F 36
36873 M 64
36861 M 43
36861 F 57
45173 F 38
45173 M 62
72877 M 29
72877 F 71
79664 F 48
79664 M 52
78296 M 47
78296 F 53
36872 F 43
36872 M 57
36905 M 32
36905 F 68
79944 M 44
79944 F 56
72950 M 46
72950 F 54
76303 M 44
76303 F 56
77575 M 47
77575 F 53
36817 M 0
36817 F 0
79180 F 40
79180 M 61
72212 M 47
72212 F 53
36797 M 43
36797 F 57
37515 M 47
37515 F 53
36783 M 49
36783 F 51
80104 M 0
80104 F 0
37565 M 40
37565 F 60
78312 M 44
78312 F 56
36781 M 0
36781 F 0
73742 F 46
73742 M 54
77980 F 42
77980 M 58
37564 M 44
37564 F 56
36818 F 44
36818 M 56
73740 M 28
73740 F 72
36793 M 41
36793 F 59
73048 M 45
73048 F 55
37714 M 44
37714 F 56
36761 M 46
36761 F 54
36786 M 44
36786 F 56
